,province,procedure,wait_time_metric,Data year,metric_result
3855,Ontario,Prostate Cancer Surgery,90th percentile,2018,107
3856,Ontario,Prostate Cancer Surgery,Volume,2018,1424
3857,Ontario,Bladder Cancer Surgery,50th percentile,2019,23
3858,Ontario,Bladder Cancer Surgery,90th percentile,2019,62
3859,Ontario,Bladder Cancer Surgery,Volume,2019,5841
3860,Ontario,Breast Cancer Surgery,50th percentile,2019,16
3861,Ontario,Breast Cancer Surgery,90th percentile,2019,32
3862,Ontario,Breast Cancer Surgery,Volume,2019,6407
3863,Ontario,CABG,50th percentile,2019,6
3864,Ontario,CABG,90th percentile,2019,48
3865,Ontario,CABG,Volume,2019,3622
3866,Ontario,Cataract Surgery,% meeting benchmark,2019,72.41726184
3867,Ontario,Cataract Surgery,50th percentile,2019,63
3868,Ontario,Cataract Surgery,90th percentile,2019,223
3869,Ontario,Cataract Surgery,Volume,2019,69587
3870,Ontario,Colorectal Cancer Surgery,50th percentile,2019,19
3871,Ontario,Colorectal Cancer Surgery,90th percentile,2019,41
3872,Ontario,Colorectal Cancer Surgery,Volume,2019,2329
3873,Ontario,CT Scan,50th percentile,2019,6
3874,Ontario,CT Scan,90th percentile,2019,50
3875,Ontario,CT Scan,Volume,2019,508517
3876,Ontario,Hip Fracture Repair,% meeting benchmark,2019,85.50258882
3877,Ontario,Hip Fracture Repair,50th percentile,2019,24
3878,Ontario,Hip Fracture Repair,90th percentile,2019,56.15
3879,Ontario,Hip Fracture Repair,Volume,2019,5601
3880,Ontario,Hip Fracture Repair/Emergency and Inpatient,% meeting benchmark,2019,78.27876887
3881,Ontario,Hip Fracture Repair/Emergency and Inpatient,50th percentile,2019,29.76666667
3882,Ontario,Hip Fracture Repair/Emergency and Inpatient,90th percentile,2019,62.31666667
3883,Ontario,Hip Fracture Repair/Emergency and Inpatient,Volume,2019,5101
3884,Ontario,Hip Replacement,% meeting benchmark,2019,84.81242208
3885,Ontario,Hip Replacement,50th percentile,2019,77
3886,Ontario,Hip Replacement,90th percentile,2019,234
3887,Ontario,Hip Replacement,Volume,2019,8823
3888,Ontario,Knee Replacement,% meeting benchmark,2019,79.86195437
3889,Ontario,Knee Replacement,50th percentile,2019,85
3890,Ontario,Knee Replacement,90th percentile,2019,281
3891,Ontario,Knee Replacement,Volume,2019,15647
3892,Ontario,Lung Cancer Surgery,50th percentile,2019,19
3893,Ontario,Lung Cancer Surgery,90th percentile,2019,40
3894,Ontario,Lung Cancer Surgery,Volume,2019,1546
3895,Ontario,MRI Scan,50th percentile,2019,35
3896,Ontario,MRI Scan,90th percentile,2019,114
3897,Ontario,MRI Scan,Volume,2019,356584
3898,Ontario,Prostate Cancer Surgery,50th percentile,2019,40
3899,Ontario,Prostate Cancer Surgery,90th percentile,2019,113
3900,Ontario,Prostate Cancer Surgery,Volume,2019,1326
3901,Ontario,Radiation Therapy,% meeting benchmark,2019,98.21
3902,Ontario,Radiation Therapy,50th percentile,2019,9.1
3903,Ontario,Radiation Therapy,90th percentile,2019,18.2
3904,Ontario,Radiation Therapy,Volume,2019,17454
3905,Ontario,Bladder Cancer Surgery,50th percentile,2020,20
3906,Ontario,Bladder Cancer Surgery,90th percentile,2020,80
3907,Ontario,Bladder Cancer Surgery,Volume,2020,4799
3908,Ontario,Breast Cancer Surgery,50th percentile,2020,15
3909,Ontario,Breast Cancer Surgery,90th percentile,2020,37
3910,Ontario,Breast Cancer Surgery,Volume,2020,4530
3911,Ontario,CABG,50th percentile,2020,4
3912,Ontario,CABG,90th percentile,2020,58
3913,Ontario,CABG,Volume,2020,2823
3914,Ontario,Cataract Surgery,% meeting benchmark,2020,39.54587486
3915,Ontario,Cataract Surgery,50th percentile,2020,152
3916,Ontario,Cataract Surgery,90th percentile,2020,303
3917,Ontario,Cataract Surgery,Volume,2020,29199
3918,Ontario,Colorectal Cancer Surgery,50th percentile,2020,16
3919,Ontario,Colorectal Cancer Surgery,90th percentile,2020,43
3920,Ontario,Colorectal Cancer Surgery,Volume,2020,1908
3921,Ontario,CT Scan,50th percentile,2020,3
3922,Ontario,CT Scan,90th percentile,2020,63
3923,Ontario,CT Scan,Volume,2020,401108
3924,Ontario,Hip Fracture Repair,% meeting benchmark,2020,84.42668649
3925,Ontario,Hip Fracture Repair,50th percentile,2020,24.2
3926,Ontario,Hip Fracture Repair,90th percentile,2020,59.48333333
3927,Ontario,Hip Fracture Repair,Volume,2020,5381
3928,Ontario,Hip Fracture Repair/Emergency and Inpatient,% meeting benchmark,2020,77.41553053
3929,Ontario,Hip Fracture Repair/Emergency and Inpatient,50th percentile,2020,29.65
3930,Ontario,Hip Fracture Repair/Emergency and Inpatient,90th percentile,2020,65.93333333
3931,Ontario,Hip Fracture Repair/Emergency and Inpatient,Volume,2020,5061
3932,Ontario,Hip Replacement,% meeting benchmark,2020,63.94622231
3933,Ontario,Hip Replacement,50th percentile,2020,141
3934,Ontario,Hip Replacement,90th percentile,2020,321
3935,Ontario,Hip Replacement,Volume,2020,5281
3936,Ontario,Knee Replacement,% meeting benchmark,2020,56.46347872
3937,Ontario,Knee Replacement,50th percentile,2020,163
3938,Ontario,Knee Replacement,90th percentile,2020,372
3939,Ontario,Knee Replacement,Volume,2020,7612
3940,Ontario,Lung Cancer Surgery,50th percentile,2020,18
3941,Ontario,Lung Cancer Surgery,90th percentile,2020,49
3942,Ontario,Lung Cancer Surgery,Volume,2020,1295
3943,Ontario,MRI Scan,50th percentile,2020,26
3944,Ontario,MRI Scan,90th percentile,2020,173
3945,Ontario,MRI Scan,Volume,2020,246448
3946,Ontario,Prostate Cancer Surgery,50th percentile,2020,41
3947,Ontario,Prostate Cancer Surgery,90th percentile,2020,131
3948,Ontario,Prostate Cancer Surgery,Volume,2020,1042
3949,Ontario,Radiation Therapy,% meeting benchmark,2020,98
3950,Ontario,Radiation Therapy,50th percentile,2020,9
3951,Ontario,Radiation Therapy,90th percentile,2020,16
3952,Ontario,Radiation Therapy,Volume,2020,16121
3953,Ontario,Hip Replacement,% meeting benchmark,2021,75.08319468
3954,Ontario,Hip Replacement,50th percentile,2021,104
3955,Ontario,Hip Replacement,90th percentile,2021,302
3956,Ontario,Knee Replacement,% meeting benchmark,2021,71.14074915
3957,Ontario,Knee Replacement,50th percentile,2021,112
3958,Ontario,Knee Replacement,90th percentile,2021,363
3959,Ontario,Radiation Therapy,% meeting benchmark,2021,98.08
3960,Ontario,Radiation Therapy,50th percentile,2021,9.8
3961,Ontario,Radiation Therapy,90th percentile,2021,16.8
3962,Ontario,Radiation Therapy,Volume,2021,17725
3963,Ontario,Hip Fracture Repair,% meeting benchmark,2021,84.4049486
3964,Ontario,Hip Fracture Repair,50th percentile,2021,24.63333333
3965,Ontario,Hip Fracture Repair,90th percentile,2021,57.33333333
3966,Ontario,Hip Fracture Repair,Volume,2021,5739
3967,Ontario,Hip Fracture Repair/Emergency and Inpatient,% meeting benchmark,2021,76.54297615
3968,Ontario,Hip Fracture Repair/Emergency and Inpatient,50th percentile,2021,30.34166667
3969,Ontario,Hip Fracture Repair/Emergency and Inpatient,90th percentile,2021,64.46666667
3970,Ontario,Hip Fracture Repair/Emergency and Inpatient,Volume,2021,5282
3971,Ontario,Cataract Surgery,% meeting benchmark,2021,60.41449006
3972,Ontario,Cataract Surgery,50th percentile,2021,88
3973,Ontario,Cataract Surgery,90th percentile,2021,286
3974,Ontario,Cataract Surgery,Volume,2021,52643
3975,Ontario,CABG,50th percentile,2021,6
3976,Ontario,CABG,90th percentile,2021,64
3977,Ontario,CABG,Volume,2021,3011
3978,Ontario,MRI Scan,50th percentile,2021,29
3979,Ontario,MRI Scan,90th percentile,2021,111
3980,Ontario,MRI Scan,Volume,2021,358935
3981,Ontario,CT Scan,50th percentile,2021,5
3982,Ontario,CT Scan,90th percentile,2021,41
3983,Ontario,CT Scan,Volume,2021,513775
3984,Ontario,Breast Cancer Surgery,50th percentile,2021,16
3985,Ontario,Breast Cancer Surgery,90th percentile,2021,33
3986,Ontario,Breast Cancer Surgery,Volume,2021,6219
3987,Ontario,Bladder Cancer Surgery,50th percentile,2021,22
3988,Ontario,Bladder Cancer Surgery,90th percentile,2021,62
3989,Ontario,Bladder Cancer Surgery,Volume,2021,5366
3990,Ontario,Colorectal Cancer Surgery,50th percentile,2021,17
3991,Ontario,Colorectal Cancer Surgery,90th percentile,2021,37
3992,Ontario,Colorectal Cancer Surgery,Volume,2021,2504
3993,Ontario,Lung Cancer Surgery,50th percentile,2021,20
3994,Ontario,Lung Cancer Surgery,90th percentile,2021,44
3995,Ontario,Lung Cancer Surgery,Volume,2021,1388
3996,Ontario,Prostate Cancer Surgery,50th percentile,2021,41
3997,Ontario,Prostate Cancer Surgery,90th percentile,2021,96
3998,Ontario,Prostate Cancer Surgery,Volume,2021,1013
3999,Prince Edward Island,Hip Replacement,% meeting benchmark,2008,71
4000,Prince Edward Island,Hip Replacement,50th percentile,2008,110
4001,Prince Edward Island,Hip Replacement,90th percentile,2008,356
4002,Prince Edward Island,Hip Replacement,Volume,2008,59
4003,Prince Edward Island,Knee Replacement,% meeting benchmark,2008,75
4004,Prince Edward Island,Knee Replacement,50th percentile,2008,108
4005,Prince Edward Island,Knee Replacement,90th percentile,2008,345
4006,Prince Edward Island,Knee Replacement,Volume,2008,105
4007,Prince Edward Island,Radiation Therapy,% meeting benchmark,2008,100
4008,Prince Edward Island,Radiation Therapy,50th percentile,2008,7
4009,Prince Edward Island,Radiation Therapy,90th percentile,2008,19
4010,Prince Edward Island,Radiation Therapy,Volume,2008,198
4011,Prince Edward Island,Cataract Surgery,% meeting benchmark,2008,60
4012,Prince Edward Island,Cataract Surgery,50th percentile,2008,78
4013,Prince Edward Island,Cataract Surgery,90th percentile,2008,180
4014,Prince Edward Island,Cataract Surgery,Volume,2008,477
4015,Prince Edward Island,MRI Scan,50th percentile,2008,79
4016,Prince Edward Island,MRI Scan,90th percentile,2008,199
4017,Prince Edward Island,MRI Scan,Volume,2008,1391
4018,Prince Edward Island,CT Scan,50th percentile,2008,22
4019,Prince Edward Island,CT Scan,90th percentile,2008,88
4020,Prince Edward Island,CT Scan,Volume,2008,3172
4021,Prince Edward Island,Hip Replacement,% meeting benchmark,2009,84
4022,Prince Edward Island,Hip Replacement,50th percentile,2009,105
4023,Prince Edward Island,Hip Replacement,90th percentile,2009,197
4024,Prince Edward Island,Hip Replacement,Volume,2009,56
4025,Prince Edward Island,Knee Replacement,% meeting benchmark,2009,69
4026,Prince Edward Island,Knee Replacement,50th percentile,2009,137
4027,Prince Edward Island,Knee Replacement,90th percentile,2009,309
4028,Prince Edward Island,Knee Replacement,Volume,2009,111
4029,Prince Edward Island,Radiation Therapy,% meeting benchmark,2009,95
4030,Prince Edward Island,Radiation Therapy,50th percentile,2009,9
4031,Prince Edward Island,Radiation Therapy,90th percentile,2009,23
4032,Prince Edward Island,Radiation Therapy,Volume,2009,199
4033,Prince Edward Island,Cataract Surgery,% meeting benchmark,2009,80
4034,Prince Edward Island,Cataract Surgery,50th percentile,2009,67
4035,Prince Edward Island,Cataract Surgery,90th percentile,2009,163
4036,Prince Edward Island,Cataract Surgery,Volume,2009,548
4037,Prince Edward Island,MRI Scan,50th percentile,2009,111
4038,Prince Edward Island,MRI Scan,90th percentile,2009,182
4039,Prince Edward Island,MRI Scan,Volume,2009,1473
4040,Prince Edward Island,CT Scan,50th percentile,2009,7
4041,Prince Edward Island,CT Scan,90th percentile,2009,34
4042,Prince Edward Island,CT Scan,Volume,2009,3463
4043,Prince Edward Island,Hip Replacement,% meeting benchmark,2010,90
4044,Prince Edward Island,Hip Replacement,50th percentile,2010,62
4045,Prince Edward Island,Hip Replacement,90th percentile,2010,205
4046,Prince Edward Island,Hip Replacement,Volume,2010,41
4047,Prince Edward Island,Knee Replacement,% meeting benchmark,2010,73
4048,Prince Edward Island,Knee Replacement,50th percentile,2010,127
4049,Prince Edward Island,Knee Replacement,90th percentile,2010,316
4050,Prince Edward Island,Knee Replacement,Volume,2010,99
4051,Prince Edward Island,Radiation Therapy,% meeting benchmark,2010,97
4052,Prince Edward Island,Radiation Therapy,50th percentile,2010,14
4053,Prince Edward Island,Radiation Therapy,90th percentile,2010,23
4054,Prince Edward Island,Radiation Therapy,Volume,2010,215
4055,Prince Edward Island,Hip Fracture Repair,% meeting benchmark,2010,74
4056,Prince Edward Island,Hip Fracture Repair,50th percentile,2010,26
4057,Prince Edward Island,Hip Fracture Repair,90th percentile,2010,71
4058,Prince Edward Island,Hip Fracture Repair,Volume,2010,62
4059,Prince Edward Island,Cataract Surgery,% meeting benchmark,2010,80.4
4060,Prince Edward Island,Cataract Surgery,50th percentile,2010,63.5
4061,Prince Edward Island,Cataract Surgery,90th percentile,2010,133.6
4062,Prince Edward Island,Cataract Surgery,Volume,2010,465
4063,Prince Edward Island,MRI Scan,50th percentile,2010,77
4064,Prince Edward Island,MRI Scan,90th percentile,2010,160
4065,Prince Edward Island,MRI Scan,Volume,2010,1877
4066,Prince Edward Island,CT Scan,50th percentile,2010,12
4067,Prince Edward Island,CT Scan,90th percentile,2010,29
4068,Prince Edward Island,CT Scan,Volume,2010,3294
4069,Prince Edward Island,Hip Replacement,% meeting benchmark,2011,71
4070,Prince Edward Island,Hip Replacement,50th percentile,2011,112
4071,Prince Edward Island,Hip Replacement,90th percentile,2011,276
4072,Prince Edward Island,Hip Replacement,Volume,2011,70
4073,Prince Edward Island,Knee Replacement,% meeting benchmark,2011,55
4074,Prince Edward Island,Knee Replacement,50th percentile,2011,171
4075,Prince Edward Island,Knee Replacement,90th percentile,2011,297
4076,Prince Edward Island,Knee Replacement,Volume,2011,112
4077,Prince Edward Island,Radiation Therapy,% meeting benchmark,2011,96
4078,Prince Edward Island,Radiation Therapy,50th percentile,2011,13
4079,Prince Edward Island,Radiation Therapy,90th percentile,2011,23
4080,Prince Edward Island,Radiation Therapy,Volume,2011,228
4081,Prince Edward Island,Hip Fracture Repair,% meeting benchmark,2011,81
4082,Prince Edward Island,Hip Fracture Repair,50th percentile,2011,23
4083,Prince Edward Island,Hip Fracture Repair,90th percentile,2011,58
4084,Prince Edward Island,Hip Fracture Repair,Volume,2011,32
4085,Prince Edward Island,Cataract Surgery,% meeting benchmark,2011,65.9
4086,Prince Edward Island,Cataract Surgery,50th percentile,2011,85.9
4087,Prince Edward Island,Cataract Surgery,90th percentile,2011,170.5
4088,Prince Edward Island,Cataract Surgery,Volume,2011,414
4089,Prince Edward Island,MRI Scan,50th percentile,2011,32
4090,Prince Edward Island,MRI Scan,90th percentile,2011,86
4091,Prince Edward Island,MRI Scan,Volume,2011,1984
4092,Prince Edward Island,CT Scan,50th percentile,2011,8
4093,Prince Edward Island,CT Scan,90th percentile,2011,29
4094,Prince Edward Island,CT Scan,Volume,2011,3201
4095,Prince Edward Island,Hip Replacement,% meeting benchmark,2012,52
4096,Prince Edward Island,Hip Replacement,50th percentile,2012,173
4097,Prince Edward Island,Hip Replacement,90th percentile,2012,313
4098,Prince Edward Island,Hip Replacement,Volume,2012,84
4099,Prince Edward Island,Knee Replacement,% meeting benchmark,2012,35
4100,Prince Edward Island,Knee Replacement,50th percentile,2012,225
4101,Prince Edward Island,Knee Replacement,90th percentile,2012,362
4102,Prince Edward Island,Knee Replacement,Volume,2012,147
4103,Prince Edward Island,Radiation Therapy,% meeting benchmark,2012,99
4104,Prince Edward Island,Radiation Therapy,50th percentile,2012,12
4105,Prince Edward Island,Radiation Therapy,90th percentile,2012,22
4106,Prince Edward Island,Radiation Therapy,Volume,2012,186
4107,Prince Edward Island,Hip Fracture Repair,% meeting benchmark,2012,73
4108,Prince Edward Island,Hip Fracture Repair,50th percentile,2012,21
4109,Prince Edward Island,Hip Fracture Repair,90th percentile,2012,60
4110,Prince Edward Island,Hip Fracture Repair,Volume,2012,30
4111,Prince Edward Island,Cataract Surgery,% meeting benchmark,2012,63.2
4112,Prince Edward Island,Cataract Surgery,50th percentile,2012,70.4
4113,Prince Edward Island,Cataract Surgery,90th percentile,2012,217.5
4114,Prince Edward Island,Cataract Surgery,Volume,2012,416
4115,Prince Edward Island,MRI Scan,50th percentile,2012,41
4116,Prince Edward Island,MRI Scan,90th percentile,2012,143
4117,Prince Edward Island,MRI Scan,Volume,2012,2045
4118,Prince Edward Island,CT Scan,50th percentile,2012,15
4119,Prince Edward Island,CT Scan,90th percentile,2012,34
4120,Prince Edward Island,CT Scan,Volume,2012,3161
4121,Prince Edward Island,Hip Replacement,% meeting benchmark,2013,80
4122,Prince Edward Island,Hip Replacement,50th percentile,2013,121
4123,Prince Edward Island,Hip Replacement,90th percentile,2013,252
4124,Prince Edward Island,Hip Replacement,Volume,2013,78
4125,Prince Edward Island,Knee Replacement,% meeting benchmark,2013,61
4126,Prince Edward Island,Knee Replacement,50th percentile,2013,148
4127,Prince Edward Island,Knee Replacement,90th percentile,2013,324
4128,Prince Edward Island,Knee Replacement,Volume,2013,173
4129,Prince Edward Island,Radiation Therapy,% meeting benchmark,2013,92
4130,Prince Edward Island,Radiation Therapy,50th percentile,2013,15
4131,Prince Edward Island,Radiation Therapy,90th percentile,2013,28
4132,Prince Edward Island,Radiation Therapy,Volume,2013,216
4133,Prince Edward Island,Hip Fracture Repair,% meeting benchmark,2013,75
4134,Prince Edward Island,Hip Fracture Repair,50th percentile,2013,31
4135,Prince Edward Island,Hip Fracture Repair,90th percentile,2013,75
4136,Prince Edward Island,Hip Fracture Repair,Volume,2013,99
4137,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,% meeting benchmark,2013,80
4138,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,50th percentile,2013,23
4139,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,90th percentile,2013,64
4140,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,Volume,2013,81
4141,Prince Edward Island,Cataract Surgery,% meeting benchmark,2013,53.3
4142,Prince Edward Island,Cataract Surgery,50th percentile,2013,98.3
4143,Prince Edward Island,Cataract Surgery,90th percentile,2013,241.3
4144,Prince Edward Island,Cataract Surgery,Volume,2013,539
4145,Prince Edward Island,MRI Scan,50th percentile,2013,58
4146,Prince Edward Island,MRI Scan,90th percentile,2013,135
4147,Prince Edward Island,MRI Scan,Volume,2013,2092
4148,Prince Edward Island,CT Scan,50th percentile,2013,23
4149,Prince Edward Island,CT Scan,90th percentile,2013,45
4150,Prince Edward Island,CT Scan,Volume,2013,3176
4151,Prince Edward Island,Breast Cancer Surgery,50th percentile,2013,18
4152,Prince Edward Island,Breast Cancer Surgery,90th percentile,2013,35
4153,Prince Edward Island,Breast Cancer Surgery,Volume,2013,46
4154,Prince Edward Island,Bladder Cancer Surgery,50th percentile,2013,24
4155,Prince Edward Island,Bladder Cancer Surgery,90th percentile,2013,67
4156,Prince Edward Island,Bladder Cancer Surgery,Volume,2013,41
4157,Prince Edward Island,Colorectal Cancer Surgery,50th percentile,2013,20
4158,Prince Edward Island,Colorectal Cancer Surgery,90th percentile,2013,44
4159,Prince Edward Island,Colorectal Cancer Surgery,Volume,2013,48
4160,Prince Edward Island,Prostate Cancer Surgery,50th percentile,2013,54
4161,Prince Edward Island,Prostate Cancer Surgery,90th percentile,2013,77
4162,Prince Edward Island,Prostate Cancer Surgery,Volume,2013,7
4163,Prince Edward Island,Hip Replacement,% meeting benchmark,2014,81
4164,Prince Edward Island,Hip Replacement,50th percentile,2014,56
4165,Prince Edward Island,Hip Replacement,90th percentile,2014,228
4166,Prince Edward Island,Hip Replacement,Volume,2014,101
4167,Prince Edward Island,Knee Replacement,% meeting benchmark,2014,70
4168,Prince Edward Island,Knee Replacement,50th percentile,2014,126
4169,Prince Edward Island,Knee Replacement,90th percentile,2014,300
4170,Prince Edward Island,Knee Replacement,Volume,2014,153
4171,Prince Edward Island,Radiation Therapy,% meeting benchmark,2014,90
4172,Prince Edward Island,Radiation Therapy,50th percentile,2014,14
4173,Prince Edward Island,Radiation Therapy,90th percentile,2014,28
4174,Prince Edward Island,Radiation Therapy,Volume,2014,247
4175,Prince Edward Island,Hip Fracture Repair,% meeting benchmark,2014,63
4176,Prince Edward Island,Hip Fracture Repair,50th percentile,2014,41
4177,Prince Edward Island,Hip Fracture Repair,90th percentile,2014,63
4178,Prince Edward Island,Hip Fracture Repair,Volume,2014,24
4179,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,% meeting benchmark,2014,77
4180,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,50th percentile,2014,28
4181,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,90th percentile,2014,60
4182,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,Volume,2014,86
4183,Prince Edward Island,Cataract Surgery,% meeting benchmark,2014,46.1
4184,Prince Edward Island,Cataract Surgery,50th percentile,2014,118.4
4185,Prince Edward Island,Cataract Surgery,90th percentile,2014,190.4
4186,Prince Edward Island,Cataract Surgery,Volume,2014,532
4187,Prince Edward Island,MRI Scan,50th percentile,2014,71
4188,Prince Edward Island,MRI Scan,90th percentile,2014,172
4189,Prince Edward Island,MRI Scan,Volume,2014,1857
4190,Prince Edward Island,CT Scan,50th percentile,2014,23
4191,Prince Edward Island,CT Scan,90th percentile,2014,46
4192,Prince Edward Island,CT Scan,Volume,2014,2867
4193,Prince Edward Island,Breast Cancer Surgery,50th percentile,2014,22
4194,Prince Edward Island,Breast Cancer Surgery,90th percentile,2014,40
4195,Prince Edward Island,Breast Cancer Surgery,Volume,2014,64
4196,Prince Edward Island,Bladder Cancer Surgery,50th percentile,2014,26
4197,Prince Edward Island,Bladder Cancer Surgery,90th percentile,2014,62
4198,Prince Edward Island,Bladder Cancer Surgery,Volume,2014,28
4199,Prince Edward Island,Colorectal Cancer Surgery,50th percentile,2014,28
4200,Prince Edward Island,Colorectal Cancer Surgery,90th percentile,2014,54
4201,Prince Edward Island,Colorectal Cancer Surgery,Volume,2014,31
4202,Prince Edward Island,Prostate Cancer Surgery,50th percentile,2014,27
4203,Prince Edward Island,Prostate Cancer Surgery,90th percentile,2014,94
4204,Prince Edward Island,Prostate Cancer Surgery,Volume,2014,10
4205,Prince Edward Island,Hip Replacement,% meeting benchmark,2015,85
4206,Prince Edward Island,Hip Replacement,50th percentile,2015,92
4207,Prince Edward Island,Hip Replacement,90th percentile,2015,245
4208,Prince Edward Island,Hip Replacement,Volume,2015,83
4209,Prince Edward Island,Knee Replacement,% meeting benchmark,2015,83
4210,Prince Edward Island,Knee Replacement,50th percentile,2015,112
4211,Prince Edward Island,Knee Replacement,90th percentile,2015,229
4212,Prince Edward Island,Knee Replacement,Volume,2015,139
4213,Prince Edward Island,Radiation Therapy,% meeting benchmark,2015,98
4214,Prince Edward Island,Radiation Therapy,50th percentile,2015,12
4215,Prince Edward Island,Radiation Therapy,90th percentile,2015,24
4216,Prince Edward Island,Radiation Therapy,Volume,2015,224
4217,Prince Edward Island,Hip Fracture Repair,% meeting benchmark,2015,77
4218,Prince Edward Island,Hip Fracture Repair,50th percentile,2015,24
4219,Prince Edward Island,Hip Fracture Repair,90th percentile,2015,55
4220,Prince Edward Island,Hip Fracture Repair,Volume,2015,60
4221,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,% meeting benchmark,2015,74
4222,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,50th percentile,2015,31
4223,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,90th percentile,2015,62
4224,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,Volume,2015,54
4225,Prince Edward Island,Cataract Surgery,% meeting benchmark,2015,81.6
4226,Prince Edward Island,Cataract Surgery,50th percentile,2015,56.5
4227,Prince Edward Island,Cataract Surgery,90th percentile,2015,183.4
4228,Prince Edward Island,Cataract Surgery,Volume,2015,554
4229,Prince Edward Island,MRI Scan,50th percentile,2015,56
4230,Prince Edward Island,MRI Scan,90th percentile,2015,167
4231,Prince Edward Island,MRI Scan,Volume,2015,1748
4232,Prince Edward Island,CT Scan,50th percentile,2015,30
4233,Prince Edward Island,CT Scan,90th percentile,2015,61
4234,Prince Edward Island,CT Scan,Volume,2015,3556
4235,Prince Edward Island,Breast Cancer Surgery,50th percentile,2015,18
4236,Prince Edward Island,Breast Cancer Surgery,90th percentile,2015,26
4237,Prince Edward Island,Breast Cancer Surgery,Volume,2015,59
4238,Prince Edward Island,Bladder Cancer Surgery,50th percentile,2015,37
4239,Prince Edward Island,Bladder Cancer Surgery,90th percentile,2015,65
4240,Prince Edward Island,Bladder Cancer Surgery,Volume,2015,28
4241,Prince Edward Island,Colorectal Cancer Surgery,50th percentile,2015,22
4242,Prince Edward Island,Colorectal Cancer Surgery,90th percentile,2015,38
4243,Prince Edward Island,Colorectal Cancer Surgery,Volume,2015,39
4244,Prince Edward Island,Hip Replacement,% meeting benchmark,2016,67
4245,Prince Edward Island,Hip Replacement,50th percentile,2016,133
4246,Prince Edward Island,Hip Replacement,90th percentile,2016,281
4247,Prince Edward Island,Hip Replacement,Volume,2016,86
4248,Prince Edward Island,Knee Replacement,% meeting benchmark,2016,67
4249,Prince Edward Island,Knee Replacement,50th percentile,2016,146
4250,Prince Edward Island,Knee Replacement,90th percentile,2016,251
4251,Prince Edward Island,Knee Replacement,Volume,2016,145
4252,Prince Edward Island,Radiation Therapy,% meeting benchmark,2016,95
4253,Prince Edward Island,Radiation Therapy,50th percentile,2016,12
4254,Prince Edward Island,Radiation Therapy,90th percentile,2016,25
4255,Prince Edward Island,Radiation Therapy,Volume,2016,245
4256,Prince Edward Island,Hip Fracture Repair,% meeting benchmark,2016,76
4257,Prince Edward Island,Hip Fracture Repair,50th percentile,2016,24
4258,Prince Edward Island,Hip Fracture Repair,90th percentile,2016,65
4259,Prince Edward Island,Hip Fracture Repair,Volume,2016,45
4260,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,% meeting benchmark,2016,84
4261,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,50th percentile,2016,25
4262,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,90th percentile,2016,52
4263,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,Volume,2016,64
4264,Prince Edward Island,Cataract Surgery,% meeting benchmark,2016,88.5
4265,Prince Edward Island,Cataract Surgery,50th percentile,2016,70.6
4266,Prince Edward Island,Cataract Surgery,90th percentile,2016,117.9
4267,Prince Edward Island,Cataract Surgery,Volume,2016,486
4268,Prince Edward Island,MRI Scan,50th percentile,2016,52
4269,Prince Edward Island,MRI Scan,90th percentile,2016,181
4270,Prince Edward Island,MRI Scan,Volume,2016,1911
4271,Prince Edward Island,CT Scan,50th percentile,2016,34
4272,Prince Edward Island,CT Scan,90th percentile,2016,71
4273,Prince Edward Island,CT Scan,Volume,2016,3671
4274,Prince Edward Island,Breast Cancer Surgery,50th percentile,2016,16
4275,Prince Edward Island,Breast Cancer Surgery,90th percentile,2016,27
4276,Prince Edward Island,Breast Cancer Surgery,Volume,2016,50
4277,Prince Edward Island,Bladder Cancer Surgery,50th percentile,2016,24
4278,Prince Edward Island,Bladder Cancer Surgery,90th percentile,2016,54
4279,Prince Edward Island,Bladder Cancer Surgery,Volume,2016,16
4280,Prince Edward Island,Colorectal Cancer Surgery,50th percentile,2016,17
4281,Prince Edward Island,Colorectal Cancer Surgery,90th percentile,2016,43
4282,Prince Edward Island,Colorectal Cancer Surgery,Volume,2016,45
4283,Prince Edward Island,Hip Replacement,% meeting benchmark,2017,50
4284,Prince Edward Island,Hip Replacement,50th percentile,2017,182
4285,Prince Edward Island,Hip Replacement,90th percentile,2017,257.6
4286,Prince Edward Island,Hip Replacement,Volume,2017,76
4287,Prince Edward Island,Knee Replacement,% meeting benchmark,2017,46.2
4288,Prince Edward Island,Knee Replacement,50th percentile,2017,194.5
