Reporting level,Province/territory,Region,Indicator,Metric,Data year,Unit of measurement,Indicator result
Provincial,Prince Edward Island,n/a,MRI Scan,Volume,2021,Number of cases,2405
Provincial,Prince Edward Island,n/a,CT Scan,50th percentile,2021,Days,26.8
Provincial,Prince Edward Island,n/a,CT Scan,90th percentile,2021,Days,106
Provincial,Prince Edward Island,n/a,CT Scan,Volume,2021,Number of cases,4731
Provincial,Prince Edward Island,n/a,Breast Cancer Surgery,50th percentile,2021,Days,20
Provincial,Prince Edward Island,n/a,Breast Cancer Surgery,90th percentile,2021,Days,41
Provincial,Prince Edward Island,n/a,Breast Cancer Surgery,Volume,2021,Number of cases,46
Provincial,Prince Edward Island,n/a,Bladder Cancer Surgery,50th percentile,2021,Days,19
Provincial,Prince Edward Island,n/a,Bladder Cancer Surgery,90th percentile,2021,Days,46
Provincial,Prince Edward Island,n/a,Bladder Cancer Surgery,Volume,2021,Number of cases,39
Provincial,Prince Edward Island,n/a,Colorectal Cancer Surgery,50th percentile,2021,Days,20.5
Provincial,Prince Edward Island,n/a,Colorectal Cancer Surgery,90th percentile,2021,Days,53.6
Provincial,Prince Edward Island,n/a,Colorectal Cancer Surgery,Volume,2021,Number of cases,24
Provincial,Quebec,n/a,Hip Replacement,% meeting benchmark,2008,Proportion,90
Provincial,Quebec,n/a,Hip Replacement,50th percentile,2008,Days,69
Provincial,Quebec,n/a,Hip Replacement,90th percentile,2008,Days,182
Provincial,Quebec,n/a,Hip Replacement,Volume,2008,Number of cases,1857
Provincial,Quebec,n/a,Knee Replacement,% meeting benchmark,2008,Proportion,86
Provincial,Quebec,n/a,Knee Replacement,50th percentile,2008,Days,85
Provincial,Quebec,n/a,Knee Replacement,90th percentile,2008,Days,211
Provincial,Quebec,n/a,Knee Replacement,Volume,2008,Number of cases,2605
Provincial,Quebec,n/a,Radiation Therapy,Volume,2008,Number of cases,8602
Provincial,Quebec,n/a,Cataract Surgery,% meeting benchmark,2008,Proportion,82
Provincial,Quebec,n/a,Cataract Surgery,50th percentile,2008,Days,42
Provincial,Quebec,n/a,Cataract Surgery,90th percentile,2008,Days,155
Provincial,Quebec,n/a,Cataract Surgery,Volume,2008,Number of cases,33263
Provincial,Quebec,n/a,Hip Replacement,% meeting benchmark,2009,Proportion,90
Provincial,Quebec,n/a,Hip Replacement,50th percentile,2009,Days,66
Provincial,Quebec,n/a,Hip Replacement,90th percentile,2009,Days,183
Provincial,Quebec,n/a,Hip Replacement,Volume,2009,Number of cases,2185
Provincial,Quebec,n/a,Knee Replacement,% meeting benchmark,2009,Proportion,85
Provincial,Quebec,n/a,Knee Replacement,50th percentile,2009,Days,85
Provincial,Quebec,n/a,Knee Replacement,90th percentile,2009,Days,214
Provincial,Quebec,n/a,Knee Replacement,Volume,2009,Number of cases,3018
Provincial,Quebec,n/a,Radiation Therapy,Volume,2009,Number of cases,8796
Provincial,Quebec,n/a,Cataract Surgery,% meeting benchmark,2009,Proportion,87
Provincial,Quebec,n/a,Cataract Surgery,50th percentile,2009,Days,37
Provincial,Quebec,n/a,Cataract Surgery,90th percentile,2009,Days,130
Provincial,Quebec,n/a,Cataract Surgery,Volume,2009,Number of cases,37720
Provincial,Quebec,n/a,Hip Replacement,% meeting benchmark,2010,Proportion,88
Provincial,Quebec,n/a,Hip Replacement,50th percentile,2010,Days,72
Provincial,Quebec,n/a,Hip Replacement,90th percentile,2010,Days,203
Provincial,Quebec,n/a,Hip Replacement,Volume,2010,Number of cases,1989
Provincial,Quebec,n/a,Knee Replacement,% meeting benchmark,2010,Proportion,83
Provincial,Quebec,n/a,Knee Replacement,50th percentile,2010,Days,96
Provincial,Quebec,n/a,Knee Replacement,90th percentile,2010,Days,225
Provincial,Quebec,n/a,Knee Replacement,Volume,2010,Number of cases,3518
Provincial,Quebec,n/a,Radiation Therapy,% meeting benchmark,2010,Proportion,98
Provincial,Quebec,n/a,Radiation Therapy,Volume,2010,Number of cases,8967
Provincial,Quebec,n/a,Cataract Surgery,% meeting benchmark,2010,Proportion,87
Provincial,Quebec,n/a,Cataract Surgery,50th percentile,2010,Days,36
Provincial,Quebec,n/a,Cataract Surgery,90th percentile,2010,Days,126
Provincial,Quebec,n/a,Cataract Surgery,Volume,2010,Number of cases,38786
Provincial,Quebec,n/a,CABG,Volume,2011,Number of cases,2666
Provincial,Quebec,n/a,Hip Replacement,% meeting benchmark,2011,Proportion,82
Provincial,Quebec,n/a,Hip Replacement,50th percentile,2011,Days,86
Provincial,Quebec,n/a,Hip Replacement,90th percentile,2011,Days,233
Provincial,Quebec,n/a,Hip Replacement,Volume,2011,Number of cases,2408
Provincial,Quebec,n/a,Knee Replacement,% meeting benchmark,2011,Proportion,78
Provincial,Quebec,n/a,Knee Replacement,50th percentile,2011,Days,99
Provincial,Quebec,n/a,Knee Replacement,90th percentile,2011,Days,246
Provincial,Quebec,n/a,Knee Replacement,Volume,2011,Number of cases,3792
Provincial,Quebec,n/a,Radiation Therapy,% meeting benchmark,2011,Proportion,99
Provincial,Quebec,n/a,Radiation Therapy,Volume,2011,Number of cases,9722
Provincial,Quebec,n/a,Cataract Surgery,% meeting benchmark,2011,Proportion,88
Provincial,Quebec,n/a,Cataract Surgery,50th percentile,2011,Days,34
Provincial,Quebec,n/a,Cataract Surgery,90th percentile,2011,Days,122
Provincial,Quebec,n/a,Cataract Surgery,Volume,2011,Number of cases,41137
Provincial,Quebec,n/a,Hip Replacement,% meeting benchmark,2012,Proportion,79
Provincial,Quebec,n/a,Hip Replacement,50th percentile,2012,Days,84
Provincial,Quebec,n/a,Hip Replacement,90th percentile,2012,Days,244
Provincial,Quebec,n/a,Hip Replacement,Volume,2012,Number of cases,2873
Provincial,Quebec,n/a,Knee Replacement,% meeting benchmark,2012,Proportion,76
Provincial,Quebec,n/a,Knee Replacement,50th percentile,2012,Days,102
Provincial,Quebec,n/a,Knee Replacement,90th percentile,2012,Days,253
Provincial,Quebec,n/a,Knee Replacement,Volume,2012,Number of cases,4644
Provincial,Quebec,n/a,Radiation Therapy,% meeting benchmark,2012,Proportion,98
Provincial,Quebec,n/a,Radiation Therapy,Volume,2012,Number of cases,11260
Provincial,Quebec,n/a,Cataract Surgery,% meeting benchmark,2012,Proportion,88
Provincial,Quebec,n/a,Cataract Surgery,50th percentile,2012,Days,35
Provincial,Quebec,n/a,Cataract Surgery,90th percentile,2012,Days,123
Provincial,Quebec,n/a,Cataract Surgery,Volume,2012,Number of cases,45731
Provincial,Quebec,n/a,CABG,Volume,2012,Number of cases,2907
Provincial,Quebec,n/a,Hip Replacement,% meeting benchmark,2013,Proportion,81
Provincial,Quebec,n/a,Hip Replacement,50th percentile,2013,Days,85
Provincial,Quebec,n/a,Hip Replacement,90th percentile,2013,Days,239
Provincial,Quebec,n/a,Hip Replacement,Volume,2013,Number of cases,3021
Provincial,Quebec,n/a,Knee Replacement,% meeting benchmark,2013,Proportion,78
Provincial,Quebec,n/a,Knee Replacement,50th percentile,2013,Days,96
Provincial,Quebec,n/a,Knee Replacement,90th percentile,2013,Days,258
Provincial,Quebec,n/a,Knee Replacement,Volume,2013,Number of cases,4766
Provincial,Quebec,n/a,Radiation Therapy,% meeting benchmark,2013,Proportion,98
Provincial,Quebec,n/a,Radiation Therapy,Volume,2013,Number of cases,11691
Provincial,Quebec,n/a,Cataract Surgery,% meeting benchmark,2013,Proportion,88
Provincial,Quebec,n/a,Cataract Surgery,50th percentile,2013,Days,31
Provincial,Quebec,n/a,Cataract Surgery,90th percentile,2013,Days,126
Provincial,Quebec,n/a,Cataract Surgery,Volume,2013,Number of cases,48965
Provincial,Quebec,n/a,CABG,Volume,2013,Number of cases,2482
Provincial,Quebec,n/a,Breast Cancer Surgery,50th percentile,2013,Days,20
Provincial,Quebec,n/a,Breast Cancer Surgery,90th percentile,2013,Days,54
Provincial,Quebec,n/a,Breast Cancer Surgery,Volume,2013,Number of cases,4286
Provincial,Quebec,n/a,Bladder Cancer Surgery,50th percentile,2013,Days,28
Provincial,Quebec,n/a,Bladder Cancer Surgery,90th percentile,2013,Days,63
Provincial,Quebec,n/a,Bladder Cancer Surgery,Volume,2013,Number of cases,2639
Provincial,Quebec,n/a,Colorectal Cancer Surgery,50th percentile,2013,Days,20
Provincial,Quebec,n/a,Colorectal Cancer Surgery,90th percentile,2013,Days,50
Provincial,Quebec,n/a,Colorectal Cancer Surgery,Volume,2013,Number of cases,2329
Provincial,Quebec,n/a,Lung Cancer Surgery,50th percentile,2013,Days,20
Provincial,Quebec,n/a,Lung Cancer Surgery,90th percentile,2013,Days,62
Provincial,Quebec,n/a,Lung Cancer Surgery,Volume,2013,Number of cases,1305
Provincial,Quebec,n/a,Prostate Cancer Surgery,50th percentile,2013,Days,39
Provincial,Quebec,n/a,Prostate Cancer Surgery,90th percentile,2013,Days,89
Provincial,Quebec,n/a,Prostate Cancer Surgery,Volume,2013,Number of cases,1121
Provincial,Quebec,n/a,Hip Replacement,% meeting benchmark,2014,Proportion,84
Provincial,Quebec,n/a,Hip Replacement,50th percentile,2014,Days,83
Provincial,Quebec,n/a,Hip Replacement,90th percentile,2014,Days,229
Provincial,Quebec,n/a,Hip Replacement,Volume,2014,Number of cases,3093
Provincial,Quebec,n/a,Knee Replacement,% meeting benchmark,2014,Proportion,81
Provincial,Quebec,n/a,Knee Replacement,50th percentile,2014,Days,88
Provincial,Quebec,n/a,Knee Replacement,90th percentile,2014,Days,237
Provincial,Quebec,n/a,Knee Replacement,Volume,2014,Number of cases,4852
Provincial,Quebec,n/a,Radiation Therapy,% meeting benchmark,2014,Proportion,99
Provincial,Quebec,n/a,Radiation Therapy,Volume,2014,Number of cases,11821
Provincial,Quebec,n/a,Cataract Surgery,% meeting benchmark,2014,Proportion,88
Provincial,Quebec,n/a,Cataract Surgery,50th percentile,2014,Days,32
Provincial,Quebec,n/a,Cataract Surgery,90th percentile,2014,Days,129
Provincial,Quebec,n/a,Cataract Surgery,Volume,2014,Number of cases,46829
Provincial,Quebec,n/a,CABG,Volume,2014,Number of cases,2545
Provincial,Quebec,n/a,Breast Cancer Surgery,50th percentile,2014,Days,27
Provincial,Quebec,n/a,Breast Cancer Surgery,90th percentile,2014,Days,56
Provincial,Quebec,n/a,Breast Cancer Surgery,Volume,2014,Number of cases,4142
Provincial,Quebec,n/a,Bladder Cancer Surgery,50th percentile,2014,Days,27
Provincial,Quebec,n/a,Bladder Cancer Surgery,90th percentile,2014,Days,56
Provincial,Quebec,n/a,Bladder Cancer Surgery,Volume,2014,Number of cases,2718
Provincial,Quebec,n/a,Colorectal Cancer Surgery,50th percentile,2014,Days,21
Provincial,Quebec,n/a,Colorectal Cancer Surgery,90th percentile,2014,Days,49
Provincial,Quebec,n/a,Colorectal Cancer Surgery,Volume,2014,Number of cases,2206
Provincial,Quebec,n/a,Lung Cancer Surgery,50th percentile,2014,Days,22
Provincial,Quebec,n/a,Lung Cancer Surgery,90th percentile,2014,Days,59
Provincial,Quebec,n/a,Lung Cancer Surgery,Volume,2014,Number of cases,1245
Provincial,Quebec,n/a,Prostate Cancer Surgery,50th percentile,2014,Days,34
Provincial,Quebec,n/a,Prostate Cancer Surgery,90th percentile,2014,Days,85
Provincial,Quebec,n/a,Prostate Cancer Surgery,Volume,2014,Number of cases,901
Provincial,Quebec,n/a,Hip Replacement,% meeting benchmark,2015,Proportion,85
Provincial,Quebec,n/a,Hip Replacement,50th percentile,2015,Days,82
Provincial,Quebec,n/a,Hip Replacement,90th percentile,2015,Days,218
Provincial,Quebec,n/a,Hip Replacement,Volume,2015,Number of cases,3264
Provincial,Quebec,n/a,Knee Replacement,% meeting benchmark,2015,Proportion,80
Provincial,Quebec,n/a,Knee Replacement,50th percentile,2015,Days,94
Provincial,Quebec,n/a,Knee Replacement,90th percentile,2015,Days,247
Provincial,Quebec,n/a,Knee Replacement,Volume,2015,Number of cases,5081
Provincial,Quebec,n/a,Radiation Therapy,% meeting benchmark,2015,Proportion,98
Provincial,Quebec,n/a,Radiation Therapy,Volume,2015,Number of cases,11736
Provincial,Quebec,n/a,Cataract Surgery,% meeting benchmark,2015,Proportion,88
Provincial,Quebec,n/a,Cataract Surgery,50th percentile,2015,Days,35
Provincial,Quebec,n/a,Cataract Surgery,90th percentile,2015,Days,126
Provincial,Quebec,n/a,Cataract Surgery,Volume,2015,Number of cases,45079
Provincial,Quebec,n/a,CABG,Volume,2015,Number of cases,3221
Provincial,Quebec,n/a,Breast Cancer Surgery,50th percentile,2015,Days,21
Provincial,Quebec,n/a,Breast Cancer Surgery,90th percentile,2015,Days,46
Provincial,Quebec,n/a,Breast Cancer Surgery,Volume,2015,Number of cases,4119
Provincial,Quebec,n/a,Bladder Cancer Surgery,50th percentile,2015,Days,26
Provincial,Quebec,n/a,Bladder Cancer Surgery,90th percentile,2015,Days,63
Provincial,Quebec,n/a,Bladder Cancer Surgery,Volume,2015,Number of cases,2719
Provincial,Quebec,n/a,Colorectal Cancer Surgery,50th percentile,2015,Days,22
Provincial,Quebec,n/a,Colorectal Cancer Surgery,90th percentile,2015,Days,50
Provincial,Quebec,n/a,Colorectal Cancer Surgery,Volume,2015,Number of cases,2206
Provincial,Quebec,n/a,Lung Cancer Surgery,50th percentile,2015,Days,22
Provincial,Quebec,n/a,Lung Cancer Surgery,90th percentile,2015,Days,63
Provincial,Quebec,n/a,Lung Cancer Surgery,Volume,2015,Number of cases,1306
Provincial,Quebec,n/a,Prostate Cancer Surgery,50th percentile,2015,Days,34
Provincial,Quebec,n/a,Prostate Cancer Surgery,90th percentile,2015,Days,85
Provincial,Quebec,n/a,Prostate Cancer Surgery,Volume,2015,Number of cases,801
Provincial,Quebec,n/a,Hip Replacement,% meeting benchmark,2016,Proportion,85
Provincial,Quebec,n/a,Hip Replacement,50th percentile,2016,Days,83
Provincial,Quebec,n/a,Hip Replacement,90th percentile,2016,Days,214
Provincial,Quebec,n/a,Hip Replacement,Volume,2016,Number of cases,3381
Provincial,Quebec,n/a,Knee Replacement,% meeting benchmark,2016,Proportion,80
Provincial,Quebec,n/a,Knee Replacement,50th percentile,2016,Days,97
Provincial,Quebec,n/a,Knee Replacement,90th percentile,2016,Days,243
Provincial,Quebec,n/a,Knee Replacement,Volume,2016,Number of cases,5329
Provincial,Quebec,n/a,Radiation Therapy,% meeting benchmark,2016,Proportion,98
Provincial,Quebec,n/a,Radiation Therapy,Volume,2016,Number of cases,12104
Provincial,Quebec,n/a,Cataract Surgery,% meeting benchmark,2016,Proportion,86
Provincial,Quebec,n/a,Cataract Surgery,50th percentile,2016,Days,55
Provincial,Quebec,n/a,Cataract Surgery,90th percentile,2016,Days,130
Provincial,Quebec,n/a,Cataract Surgery,Volume,2016,Number of cases,45716
Provincial,Quebec,n/a,CABG,Volume,2016,Number of cases,3403
Provincial,Quebec,n/a,Breast Cancer Surgery,50th percentile,2016,Days,19
Provincial,Quebec,n/a,Breast Cancer Surgery,90th percentile,2016,Days,43
Provincial,Quebec,n/a,Breast Cancer Surgery,Volume,2016,Number of cases,4157
Provincial,Quebec,n/a,Bladder Cancer Surgery,50th percentile,2016,Days,27
Provincial,Quebec,n/a,Bladder Cancer Surgery,90th percentile,2016,Days,60
Provincial,Quebec,n/a,Bladder Cancer Surgery,Volume,2016,Number of cases,2954
Provincial,Quebec,n/a,Colorectal Cancer Surgery,50th percentile,2016,Days,21
Provincial,Quebec,n/a,Colorectal Cancer Surgery,90th percentile,2016,Days,42
Provincial,Quebec,n/a,Colorectal Cancer Surgery,Volume,2016,Number of cases,2132
Provincial,Quebec,n/a,Lung Cancer Surgery,50th percentile,2016,Days,21
Provincial,Quebec,n/a,Lung Cancer Surgery,90th percentile,2016,Days,57
Provincial,Quebec,n/a,Lung Cancer Surgery,Volume,2016,Number of cases,1382
Provincial,Quebec,n/a,Prostate Cancer Surgery,50th percentile,2016,Days,36
Provincial,Quebec,n/a,Prostate Cancer Surgery,90th percentile,2016,Days,86
Provincial,Quebec,n/a,Prostate Cancer Surgery,Volume,2016,Number of cases,745
Provincial,Quebec,n/a,Hip Replacement,% meeting benchmark,2017,Proportion,83.1
Provincial,Quebec,n/a,Hip Replacement,50th percentile,2017,Days,93
Provincial,Quebec,n/a,Hip Replacement,90th percentile,2017,Days,215
Provincial,Quebec,n/a,Hip Replacement,Volume,2017,Number of cases,3373
Provincial,Quebec,n/a,Knee Replacement,% meeting benchmark,2017,Proportion,79.6
Provincial,Quebec,n/a,Knee Replacement,50th percentile,2017,Days,101
Provincial,Quebec,n/a,Knee Replacement,90th percentile,2017,Days,228
Provincial,Quebec,n/a,Knee Replacement,Volume,2017,Number of cases,5200
Provincial,Quebec,n/a,Radiation Therapy,% meeting benchmark,2017,Proportion,97
Provincial,Quebec,n/a,Radiation Therapy,Volume,2017,Number of cases,12305
Provincial,Quebec,n/a,Cataract Surgery,% meeting benchmark,2017,Proportion,85
Provincial,Quebec,n/a,Cataract Surgery,50th percentile,2017,Days,41
Provincial,Quebec,n/a,Cataract Surgery,90th percentile,2017,Days,139
Provincial,Quebec,n/a,Cataract Surgery,Volume,2017,Number of cases,45660
Provincial,Quebec,n/a,CABG,Volume,2017,Number of cases,3311
Provincial,Quebec,n/a,Breast Cancer Surgery,50th percentile,2017,Days,19
Provincial,Quebec,n/a,Breast Cancer Surgery,90th percentile,2017,Days,38
Provincial,Quebec,n/a,Breast Cancer Surgery,Volume,2017,Number of cases,4000
Provincial,Quebec,n/a,Bladder Cancer Surgery,50th percentile,2017,Days,26
Provincial,Quebec,n/a,Bladder Cancer Surgery,90th percentile,2017,Days,54
Provincial,Quebec,n/a,Bladder Cancer Surgery,Volume,2017,Number of cases,3013
Provincial,Quebec,n/a,Colorectal Cancer Surgery,50th percentile,2017,Days,20
Provincial,Quebec,n/a,Colorectal Cancer Surgery,90th percentile,2017,Days,40
Provincial,Quebec,n/a,Colorectal Cancer Surgery,Volume,2017,Number of cases,1972
Provincial,Quebec,n/a,Lung Cancer Surgery,50th percentile,2017,Days,21
Provincial,Quebec,n/a,Lung Cancer Surgery,90th percentile,2017,Days,50
Provincial,Quebec,n/a,Lung Cancer Surgery,Volume,2017,Number of cases,1278
Provincial,Quebec,n/a,Prostate Cancer Surgery,50th percentile,2017,Days,35
Provincial,Quebec,n/a,Prostate Cancer Surgery,90th percentile,2017,Days,85
Provincial,Quebec,n/a,Prostate Cancer Surgery,Volume,2017,Number of cases,865
Provincial,Quebec,n/a,Hip Replacement,% meeting benchmark,2018,Proportion,80
Provincial,Quebec,n/a,Hip Replacement,50th percentile,2018,Days,97
Provincial,Quebec,n/a,Hip Replacement,90th percentile,2018,Days,238
Provincial,Quebec,n/a,Hip Replacement,Volume,2018,Number of cases,3756
Provincial,Quebec,n/a,Knee Replacement,% meeting benchmark,2018,Proportion,76.6
Provincial,Quebec,n/a,Knee Replacement,50th percentile,2018,Days,116
Provincial,Quebec,n/a,Knee Replacement,90th percentile,2018,Days,244
Provincial,Quebec,n/a,Knee Replacement,Volume,2018,Number of cases,5380
Provincial,Quebec,n/a,Radiation Therapy,% meeting benchmark,2018,Proportion,96.5
Provincial,Quebec,n/a,Radiation Therapy,Volume,2018,Number of cases,12772
Provincial,Quebec,n/a,Cataract Surgery,% meeting benchmark,2018,Proportion,82.9
Provincial,Quebec,n/a,Cataract Surgery,50th percentile,2018,Days,41
Provincial,Quebec,n/a,Cataract Surgery,90th percentile,2018,Days,151
Provincial,Quebec,n/a,Cataract Surgery,Volume,2018,Number of cases,46767
Provincial,Quebec,n/a,CABG,Volume,2018,Number of cases,3316
Provincial,Quebec,n/a,Breast Cancer Surgery,50th percentile,2018,Days,19
Provincial,Quebec,n/a,Breast Cancer Surgery,90th percentile,2018,Days,30
Provincial,Quebec,n/a,Breast Cancer Surgery,Volume,2018,Number of cases,4033
Provincial,Quebec,n/a,Bladder Cancer Surgery,50th percentile,2018,Days,26
Provincial,Quebec,n/a,Bladder Cancer Surgery,90th percentile,2018,Days,52
Provincial,Quebec,n/a,Bladder Cancer Surgery,Volume,2018,Number of cases,3173
Provincial,Quebec,n/a,Colorectal Cancer Surgery,50th percentile,2018,Days,21
Provincial,Quebec,n/a,Colorectal Cancer Surgery,90th percentile,2018,Days,43
Provincial,Quebec,n/a,Colorectal Cancer Surgery,Volume,2018,Number of cases,2008
Provincial,Quebec,n/a,Lung Cancer Surgery,50th percentile,2018,Days,25
Provincial,Quebec,n/a,Lung Cancer Surgery,90th percentile,2018,Days,53
Provincial,Quebec,n/a,Lung Cancer Surgery,Volume,2018,Number of cases,1363
Provincial,Quebec,n/a,Prostate Cancer Surgery,50th percentile,2018,Days,41
Provincial,Quebec,n/a,Prostate Cancer Surgery,90th percentile,2018,Days,91
Provincial,Quebec,n/a,Prostate Cancer Surgery,Volume,2018,Number of cases,779
Provincial,Quebec,n/a,Bladder Cancer Surgery,50th percentile,2019,Days,26
Provincial,Quebec,n/a,Bladder Cancer Surgery,90th percentile,2019,Days,50
Provincial,Quebec,n/a,Bladder Cancer Surgery,Volume,2019,Number of cases,3148
Provincial,Quebec,n/a,Breast Cancer Surgery,50th percentile,2019,Days,20
Provincial,Quebec,n/a,Breast Cancer Surgery,90th percentile,2019,Days,42
Provincial,Quebec,n/a,Breast Cancer Surgery,Volume,2019,Number of cases,4102
Provincial,Quebec,n/a,CABG,Volume,2019,Number of cases,3304
Provincial,Quebec,n/a,Cataract Surgery,% meeting benchmark,2019,Proportion,82.3
Provincial,Quebec,n/a,Cataract Surgery,50th percentile,2019,Days,42
Provincial,Quebec,n/a,Cataract Surgery,90th percentile,2019,Days,145
Provincial,Quebec,n/a,Cataract Surgery,Volume,2019,Number of cases,47769
Provincial,Quebec,n/a,Colorectal Cancer Surgery,50th percentile,2019,Days,21
Provincial,Quebec,n/a,Colorectal Cancer Surgery,90th percentile,2019,Days,42
Provincial,Quebec,n/a,Colorectal Cancer Surgery,Volume,2019,Number of cases,1886
Provincial,Quebec,n/a,Hip Replacement,% meeting benchmark,2019,Proportion,75.9
Provincial,Quebec,n/a,Hip Replacement,50th percentile,2019,Days,105
Provincial,Quebec,n/a,Hip Replacement,90th percentile,2019,Days,249
Provincial,Quebec,n/a,Hip Replacement,Volume,2019,Number of cases,3756
Provincial,Quebec,n/a,Knee Replacement,% meeting benchmark,2019,Proportion,72.2
Provincial,Quebec,n/a,Knee Replacement,50th percentile,2019,Days,118
Provincial,Quebec,n/a,Knee Replacement,90th percentile,2019,Days,269
Provincial,Quebec,n/a,Knee Replacement,Volume,2019,Number of cases,5297
Provincial,Quebec,n/a,Lung Cancer Surgery,50th percentile,2019,Days,27
Provincial,Quebec,n/a,Lung Cancer Surgery,90th percentile,2019,Days,55
Provincial,Quebec,n/a,Lung Cancer Surgery,Volume,2019,Number of cases,1378
Provincial,Quebec,n/a,Prostate Cancer Surgery,50th percentile,2019,Days,40
Provincial,Quebec,n/a,Prostate Cancer Surgery,90th percentile,2019,Days,95
Provincial,Quebec,n/a,Prostate Cancer Surgery,Volume,2019,Number of cases,759
Provincial,Quebec,n/a,Radiation Therapy,% meeting benchmark,2019,Proportion,98
Provincial,Quebec,n/a,Radiation Therapy,Volume,2019,Number of cases,12942
Provincial,Quebec,n/a,Bladder Cancer Surgery,50th percentile,2020,Days,24
Provincial,Quebec,n/a,Bladder Cancer Surgery,90th percentile,2020,Days,57
Provincial,Quebec,n/a,Bladder Cancer Surgery,Volume,2020,Number of cases,2765
Provincial,Quebec,n/a,Breast Cancer Surgery,50th percentile,2020,Days,18
Provincial,Quebec,n/a,Breast Cancer Surgery,90th percentile,2020,Days,42
Provincial,Quebec,n/a,Breast Cancer Surgery,Volume,2020,Number of cases,3207
Provincial,Quebec,n/a,CABG,Volume,2020,Number of cases,2713
Provincial,Quebec,n/a,Cataract Surgery,% meeting benchmark,2020,Proportion,53.5
Provincial,Quebec,n/a,Cataract Surgery,50th percentile,2020,Days,99
Provincial,Quebec,n/a,Cataract Surgery,90th percentile,2020,Days,248
Provincial,Quebec,n/a,Cataract Surgery,Volume,2020,Number of cases,20890
Provincial,Quebec,n/a,Colorectal Cancer Surgery,50th percentile,2020,Days,19
Provincial,Quebec,n/a,Colorectal Cancer Surgery,90th percentile,2020,Days,44
Provincial,Quebec,n/a,Colorectal Cancer Surgery,Volume,2020,Number of cases,1319
Provincial,Quebec,n/a,Hip Replacement,% meeting benchmark,2020,Proportion,55.7
Provincial,Quebec,n/a,Hip Replacement,50th percentile,2020,Days,163
Provincial,Quebec,n/a,Hip Replacement,90th percentile,2020,Days,342
Provincial,Quebec,n/a,Hip Replacement,Volume,2020,Number of cases,2193
Provincial,Quebec,n/a,Knee Replacement,% meeting benchmark,2020,Proportion,43.4
Provincial,Quebec,n/a,Knee Replacement,50th percentile,2020,Days,202
Provincial,Quebec,n/a,Knee Replacement,90th percentile,2020,Days,354
Provincial,Quebec,n/a,Knee Replacement,Volume,2020,Number of cases,2408
Provincial,Quebec,n/a,Lung Cancer Surgery,50th percentile,2020,Days,24
Provincial,Quebec,n/a,Lung Cancer Surgery,90th percentile,2020,Days,64
Provincial,Quebec,n/a,Lung Cancer Surgery,Volume,2020,Number of cases,1136
Provincial,Quebec,n/a,Prostate Cancer Surgery,50th percentile,2020,Days,42
Provincial,Quebec,n/a,Prostate Cancer Surgery,90th percentile,2020,Days,107
Provincial,Quebec,n/a,Prostate Cancer Surgery,Volume,2020,Number of cases,703
Provincial,Quebec,n/a,Radiation Therapy,% meeting benchmark,2020,Proportion,99
Provincial,Quebec,n/a,Radiation Therapy,Volume,2020,Number of cases,11585
Provincial,Quebec,n/a,Hip Replacement,% meeting benchmark,2021,Proportion,51.9
Provincial,Quebec,n/a,Hip Replacement,50th percentile,2021,Days,176
Provincial,Quebec,n/a,Hip Replacement,90th percentile,2021,Days,440
Provincial,Quebec,n/a,Knee Replacement,% meeting benchmark,2021,Proportion,44.3
Provincial,Quebec,n/a,Knee Replacement,50th percentile,2021,Days,206
Provincial,Quebec,n/a,Knee Replacement,90th percentile,2021,Days,491
Provincial,Quebec,n/a,Radiation Therapy,% meeting benchmark,2021,Proportion,99
Provincial,Quebec,n/a,Radiation Therapy,Volume,2021,Number of cases,12590
Provincial,Quebec,n/a,Cataract Surgery,% meeting benchmark,2021,Proportion,68.3
Provincial,Quebec,n/a,Cataract Surgery,50th percentile,2021,Days,65
Provincial,Quebec,n/a,Cataract Surgery,90th percentile,2021,Days,231
Provincial,Quebec,n/a,Cataract Surgery,Volume,2021,Number of cases,38955
Provincial,Quebec,n/a,CABG,Volume,2021,Number of cases,2724
Provincial,Quebec,n/a,Breast Cancer Surgery,50th percentile,2021,Days,22
Provincial,Quebec,n/a,Breast Cancer Surgery,90th percentile,2021,Days,45
Provincial,Quebec,n/a,Breast Cancer Surgery,Volume,2021,Number of cases,3802
Provincial,Quebec,n/a,Bladder Cancer Surgery,50th percentile,2021,Days,27
Provincial,Quebec,n/a,Bladder Cancer Surgery,90th percentile,2021,Days,57
Provincial,Quebec,n/a,Bladder Cancer Surgery,Volume,2021,Number of cases,3232
Provincial,Quebec,n/a,Colorectal Cancer Surgery,50th percentile,2021,Days,22
Provincial,Quebec,n/a,Colorectal Cancer Surgery,90th percentile,2021,Days,44
Provincial,Quebec,n/a,Colorectal Cancer Surgery,Volume,2021,Number of cases,1580
Provincial,Quebec,n/a,Lung Cancer Surgery,50th percentile,2021,Days,25
Provincial,Quebec,n/a,Lung Cancer Surgery,90th percentile,2021,Days,57
Provincial,Quebec,n/a,Lung Cancer Surgery,Volume,2021,Number of cases,1158
Provincial,Quebec,n/a,Prostate Cancer Surgery,50th percentile,2021,Days,36
Provincial,Quebec,n/a,Prostate Cancer Surgery,90th percentile,2021,Days,78
Provincial,Quebec,n/a,Prostate Cancer Surgery,Volume,2021,Number of cases,707
